exercice,article_2025,meilleur_match_2024,score_similarite,diagnostic
2025,l'exportation du cacao et du café affectée à l'Office Nationale du Cacao et du Café,"l'exportation du cacao et du café affectée à l'Office Nationale du Cacao et du Café (ONCC),",0.9823,CONTINUITÉ
2025,ARTICLE SOIXANTE- DEUXIÈME.- Le plafond du produit des cotisations annuelles,ARTICLE SOIXANTE-CINQUIÈME.- Le plafond du produit des cotisations annuelles des,0.9052,CONTINUITÉ
2025,des chargeurs professionnels et des droits de délivrance des Bordereaux,chargeurs professionnels et des droits de délivrance des Bordereaux Electroniques de Suivi,0.829,CONTINUITÉ
2025,Electroniques de Suivi des Cargaisons (BESC) affectés au Conseil National des,chargeurs professionnels et des droits de délivrance des Bordereaux Electroniques de Suivi,0.6199,RUPTURE
2025,"Chargeurs du Cameroun (CNCC), est fixé à FCFA sept milliardms cinq cent millions (7","affecté à Cameroon Civil Aviation Authority (CCAA), est fixé à FCFA seize milliards cinq cent",0.8,CONTINUITÉ
2025,ARTICLE SOIXANTE- TROISIÈME.- Le plafond du produit des taxes d'inspection,ARTICLE SOIXANTE-UNIÈME .- Le plafond de la quote-part de la taxe d'inspection issue du,0.9416,CONTINUITÉ
2025,sanitaire vétérinaire sur le commerce international et des autres taxes d'inspection,vétérinaire sur le commerce international et des autres taxes d'inspection sanitaire vétérinaire,0.9851,CONTINUITÉ
2025,sanitaire vétérinaire affectées à la Caisse de Développement de la Pêche Maritime,animale et halieutiques notifiés et confirmés,0.7596,CONTINUITÉ
2025,"(CDPM), est fixé à FCFA un milliard cinq cent millions (1 500 000 000) pour l'exercice","et de Qualité (ANOR), est fixé à FCFA six milliards cinq cent millions (6 500 000 000) pour",0.7938,CONTINUITÉ
2025,ARTICLE SOIXANTE- QUATRIÈME .- Le plafond du produit des recettes issues de,ARTICLE SOIXANTE-HUITIÈME.- Le plafond du produit d.es recettes issues de la quote-part,0.9071,CONTINUITÉ
2025,"la quote-part de la taxe d'inspection sanitaire et vétérinaire à l'importation, la quote­","de la taxe d'inspection sanitaire et vétérinaire à l'importation, la quote-part de la redevance à",0.9836,CONTINUITÉ
2025,"part de la redevance à l'exportation du cacrao et du café, et la quote-part des centimes","l'exportation du cacao et du café, et la quote-part des centimes additionnels consulaires,",0.8949,CONTINUITÉ
2025,"additionnels consulaires, affectées à la Chambre d'Agriculture, des Pêches, de","affectées à la Chambre d'Agriculture, des Pêches, de !'Élecvage et des Forêts (CAPEF),",0.7079,CONTINUITÉ
2025,"!'Élevage et des Forêts (CAPEF}, epst fixé à FCFA trois milliards (3 000 000 000) pour",Développement Forestier est fixé à F.CFA trois milliards (3 000 000 000) pour l'exercice,0.736,CONTINUITÉ
2025,ARTICLE SOIXANTE- CINQUI.ÈME .- Le plafond du produit des recettes issues de la,ARTICLE SOIXANTE-HUITIÈME.- Le plafond du produit d.es recettes issues de la quote-part,0.8857,CONTINUITÉ
2025,quote-part de la taxe d'inspection sanitaire et vétérinaire à l'importation et la quote-part,"de la taxe d'inspection sanitaire et vétérinaire à l'importation, la quote-part de la redevance à",0.9774,CONTINUITÉ
2025,du produit des taxes d'exploitation et des autres taxes d'inspection sanitaire,ARTICLE SOIXANTE-SIXIÈME.- Le plafond du produit des taxes d'inspection sanitaire,0.9133,CONTINUITÉ
2025,"vétérinaire, affectées à la Caisse de Développement de !'Élevage du Nord-Ouest",Le fait de laisser séjourner les animaux placés sous sa garde dans les mêmes terrains,0.7247,CONTINUITÉ
2025,ARTICLE SOIXANTE-SIXIÈME .- Le plafond du produit des recettes issues de ia,ARTICLE SOIXANTE-HUITIÈME.- Le plafond du produit d.es recettes issues de la quote-part,0.9089,CONTINUITÉ
2025,quote-part de la taxe d'inspection sanitaire et vétérinaire à l'importation et la quote-part,"de la taxe d'inspection sanitaire et vétérinaire à l'importation, la quote-part de la redevance à",0.9774,CONTINUITÉ
2025,du produit des taxes d'exploitation et des autres taxes d'inspection sanitaire,ARTICLE SOIXANTE-SIXIÈME.- Le plafond du produit des taxes d'inspection sanitaire,0.9133,CONTINUITÉ
2025,"véwtérinaire, affectées à la Caisse de Développement de !'Élevage pour le Nord","agricoles, les statistiques sur l’élevage, les",0.7042,CONTINUITÉ
2025,en ressources et en emplois à F.CFA 7 317 700 000 000 dont F.CFA 7,ressources et en emplois à F.CFA 6 740 100 000 000 dont F.CFA 6,0.9542,CONTINUITÉ
2025,ARTICLE SOIXANTE-HUITIÈME.- Les produits et revenus applicables au budget,ARTICLE SOIXANTE-ONZIÈME.- Les produits et revenus applicables au budget général de,0.8452,CONTINUITÉ
2025,"F.CFA 7 250 800 000 000 et se décomposent de la manière suivante, par nature de",1 Absence irrégulière et abandon de poste 5 000 à 50.000 f CFA,0.7828,CONTINUITÉ
2025,TwITRE Ill - COTISATIONS SOCIALES 58 007 71 885,54 097 aux services sociaux de 1635000 1635000,0.7127,CONTINUITÉ
2025,"�i�V C LB,1 IC E E O -E R S U - A T C tlD , I E S F 1A R T l U T ë. T E O I O G F R - Y IS I A T E L F A F R E A. î I l R fU C S E C TE O A R R ij O ll F O D O E M X P E R S N E Y î M R A 'I I I R E C","� b t U u F , t .,. C c H T IF 1T R T 1 1 I A T E n R D G I v I A S u L T "" rn T G I� A E !: E N r. T E 1 R 11 R IN L O E F M X E S N E î R A V I I R C E E",0.9015,CONTINUITÉ
2025,ARTICLE SOIXANTwE-NEUVIÈME.- Les ressources des Comptes d'Affectation,ARTICLE SOIXANTE-DOUZIÈME.- Les ressources des Comptes d'Affectation Spéciale pour,0.9023,CONTINUITÉ
2025,décomposent de la manière suivante par nature de recettes :,"se décomposent de la manière suivante, par nature de recettes :",0.9836,CONTINUITÉ
2025,1 La quote-part de la redevance d'eau ou droits d'eau 3 000 000 000 3 000 000 000,1 La quote-part de la redevance d'eau ou droits d'eau .2 000 000 000 3 000 000 000,0.9915,CONTINUITÉ
2025,La quote-part des amendes et pénalités collectées au titre,- les charges relatives aux rémunérations de toutes natures versées aux,0.7802,CONTINUITÉ
2025,2 de la loi n ° 2011/022 du 14 décembre 2011 régissant le 1 000 000 000 1 000 000 000,celle du produit des amendes affectées par la loi n°2011/022 du 14 décembre 2011 régissant,0.7666,CONTINUITÉ
2025,3 de participation dans les entreprises du secteur de 500 000 000 500 000 000,participation dans les entreprises du secteur de l'érlectricité tel que fixée 2 000 000 000 500 000 000,0.7075,CONTINUITÉ
2025,La quote-part des droits d'entrée ou de renouvellement des,la quotité des droits d'entrée et de renouvellement issue de la vente et du,0.8523,CONTINUITÉ
2025,La quote-part du produit de la vente de l'électricité de la,La quote-part du produit de la vente de l'électricité de la centrale,0.9596,CONTINUITÉ
2025,Les contributions annuelles des opérateurs titulaires d'un,- la quote-part des contributions annuelles des opérateurs et exploitants de,0.8821,CONTINUITÉ
2025,l'électricité à hauteur de 1 % de leur chiffre d'affaires annuel,La quote-part du produit de la vente de l'électricité de la centrale,0.7552,CONTINUITÉ
2025,"hors taxe, l'assiette de calcul du chiffre d'affaires étant pour","numéros ou bloc de numéros, la redevance annuelle de 1,5% du chiffre d'affaires hors taxes",0.8226,CONTINUITÉ
2025,"les producteurs à des fins industrielles, exclusivement","chiffre d'affaires étant pour les producteurs à des fins industrielles,",0.8027,CONTINUITÉ
2025,limitée à l'activité relevant du secteur de l'électricité,exclusivement limitée à l'activité relevant du secteur de l'électricité,0.9606,CONTINUITÉ
2025,7 Reports (solde à reporter) 3 550 000 000 3 550 000 000,8 Reports (solde à reporter) 800 000 000 3 550 000 000,0.9733,CONTINUITÉ
2025,5 Subvention du Budget Général 15 000 000 000 15 000 000 000,"budget de l’Etat et les contributions diverses"". Il",0.8045,CONTINUITÉ
2025,Autre prélèvement sur les opérateurs publics et privés au,"- une faible appropriation de la Gestion les entreprises publiques et privées, les",0.7236,CONTINUITÉ
2025,2 privés des activités concédées ' conforment aux . 72 000 000 40 000 000,"activités concédées , conforment aux dispositions de la loi régissant 180 000 000 72 000 000",0.6924,RUPTURE
2025,dispositions de la loi régissant l'activité postale,conformément à la réglementation douanière en vigueur.,0.654,RUPTURE
2025,3 Reports (solde à reporter) 263 005 447 414 925 000,3 Reports (solde à reporter) 150 000 000 263 005 4;47,0.976,CONTINUITÉ
2025,Contributions annuelles des autorités de certification,"Contributions annuelles des autorités de certification accréditées, les",0.9767,CONTINUITÉ
2025,"accréditées, les auditeurs de sécurité, les éditeurs de","auditeurs de sécurité, les éditeurs de logiciels de sécurité et les autres",0.8434,CONTINUITÉ
2025,1 logiciels de sécurité et les autres prestataires de services 1 000 000 1 000 000,"auditeurs de sécurité, les éditeurs de logiciels de sécurité et les autres",0.7358,CONTINUITÉ
2025,"de sécurité agréés, à hauteur d.e 1,5 % de leur chiffre","prestataires de services de sécurité agréés, à hauteur de 1,5 % de leur",0.8879,CONTINUITÉ
2025,"Redevance d'utilisation des adresses, des préfixes et des","Redevance d'utilisation des adresses, des préfixes et des numéros",0.893,CONTINUITÉ
2025,3 Reports (solde à reporter) 789 000 000 789 000 000,3 Reports (solde à reporter) 289 000000 789 000 000,0.9858,CONTINUITÉ
2025,Contribution des services rattachés au Ministère en charge,INSTITUTIONNEL DANS LE des services et assurer la,0.7684,CONTINUITÉ
2025,wContributions des organismes de gestion collective à la,Contributions des organismes de gestion collective à la promotion de la,0.9384,CONTINUITÉ
2025,3 Doits d'exploitation des activités liées à la cinématographie 34 000 000 62 000 000,4 Droits d'exploitation des activités liées à la cinématographie 94 000 000 34 000 000,0.8632,CONTINUITÉ
2025,4 Doits d'exploitation du patrimoine culturel 13 000 000 8 000 000,5 Droits d'exploitation du patrimoine culturel 13 000 000 13 000 000,0.9198,CONTINUITÉ
2025,5 Doits issus de !'activités des spectacles 30 000 000 20 000 000,6 Droits issus de !'activités des spectacles 30000 000 30 000 000,0.9649,CONTINUITÉ
2025,"Rémunération pour copie privée des phonogrammes,","Rémunération pour copie privée des phonogrammres, vidéogrammes et",0.9289,CONTINUITÉ
2025,"Revenus de la location des centres culturels, des salles et i","La création et la gestion des stades municipaux,",0.7325,CONTINUITÉ
2025,"DURABLE EN MATIERE D'EAU ET ASSAINISSEMENI _ � ,n11E--.2'1 O",GOUVERNANCwE ET APPUI Taux de réalisation des,0.699,RUPTURE
2025,1 Amendes et transactions 50 000 000 50 000 000,2 Amendes et transactions 50 000 000 50 000 000,0.9734,CONTINUITÉ
2025,Contributions de donateurs internationaux et toutes,Contributions de donateurs internationaux et toutes contributions,0.9903,CONTINUITÉ
2025,4 Quote-part de la redevance d'eau 350 000 000 100 000 000,5 Quote-part de la redevance d'eau 0 350 000 000,0.9715,CONTINUITÉ
2025,5 Redevance de prélèvement des eaux 200 000 000 350 000 000,6 Redevance de prélèvement des eaux 250 000 000 200 000 000,0.9896,CONTINUITÉ
2025,6 Reports (solde à reporter) 100 000 000 100 000 000,7 Reports (solde à reporter) 130 000 000 100 000 000,0.9697,CONTINUITÉ
2025,7 taxe d'assainissement 150 00 m 0 000 250 000 000,8 taxe d'assainissement 250 000 000 150 000 000,0.97,CONTINUITÉ
2025,1 Frais d'accès aux ressources génétiques c6 000 000 10 000000,1 Frais d'accès aux ressources génétiques 2 000 000 6 000 000,0.9643,CONTINUITÉ
2025,2 Frais de délivrance AROE 50 000 000 50 000 000,2 Amendes et transactions 50 000 000 50 000 000,0.7881,CONTINUITÉ
2025,Frais de délivrance des manifestes de traçabilité des,attestation de retenue à la source qui doit être obligatoirement générée à partir du,0.7366,CONTINUITÉ
2025,4 Frais de Visas techniques c250 000 000 220 000 000,4 Frais de Visas techniques 543 000 000 250 000 000,0.9844,CONTINUITÉ
2025,Frais d'examen des dossiers d'agrément des bureaux,Frais d'examen des dossiers d'agrément des bureaux d'Etudes aux,0.8524,CONTINUITÉ
2025,5 d'Etudes aux Etudes d'impact Environnemental et social et 2 000 000 2 000 000,Frais d'examen des rapports d'Etudes d'impact Environnemental et,0.7675,CONTINUITÉ
2025,6 Frais d'examen des dossiers de permis environnemental 35 000 000 35 000 000,6 Frais d'examen des dossiers de permis environnemental 35 000 000 35 000 000,1.0,CONTINUITÉ
2025,Frais d'examen des rapports d'Etudes d'impact,Frais d'examen des rapports d'Etudes d'impact Environnemental et,0.9679,CONTINUITÉ
2025,Environnemental et social et Audits Environnementaux,Etudes d'impact Environnemental et social et Audits Environnementaux,0.9285,CONTINUITÉ
2025,Frais d'examen des termes de références relatifs aux,et définitions utilisés dans les publications,0.6925,RUPTURE
2025,8 Etudes d'impact Environnemental et social et Audits 350 000 000 350 000 000,Etudes d'impact Environnemental et social et Audits Environnementaux,0.8798,CONTINUITÉ
2025,Produit des amendes de transaction telle que prévue par la,Produit des amendes de transaction telle que prévue par la loi cadre,0.907,CONTINUITÉ
2025,loi cadre relative à la gestion de l'environnement,la gestion de la performance des politiques construction d’un environnement favorable à,0.739,CONTINUITÉ
2025,10 Reports (solde à reporter) 300 000 000 100 000 000,10 Reports (solde à reporter) 300 000 000 300 000 000,0.9953,CONTINUITÉ
2025,1 Autorisations d'ouverture des parcs de rupture 180 000 000 180 000 000,1 Autorisations d'ouverture des parcs de rupture 180 000 000 180 000 000,1.0,CONTINUITÉ
2025,Certificats d'Enregistrement en Qualité de Transformateur,Les Certificats d'Enregistrement en Qualité de Transformateur des,0.9925,CONTINUITÉ
2025,Certificats d'Enregistrement en Qualité d'Exportateur de,Les certificats d'Enregistrement en Qualité d'Exportateur des Produits,0.8777,CONTINUITÉ
2025,Frais d'attribution et de renouvellement des Permis,Frais d'attribution et de renouvellement des Permis Annuels,0.8458,CONTINUITÉ
2025,Frais d'attribution et renouvellement des Certificats,Frais d'attribution et le renouvellement des Certificats Annuels,0.9244,CONTINUITÉ
2025,Frais de délivrance de l'attestation de matérialisation des,6 Frais de délivrance de l'attestation de matérialisation des limites 2 000 000 20 000 000,0.8706,CONTINUITÉ
2025,7 Frais de délivrance du certificat d'origine 35 000 000 35 000 000,7 Frais de délivrance du certificat d'origine 2 000 000 350 00 000,0.9677,CONTINUITÉ
2025,Frais de délivrance pour l'attestation de conformité du plan,l'attestation de retenue à la source délivrée par l'entité habilitée à procéder à la retenue à la,0.7578,CONTINUITÉ
2025,10 Frais de dossier pour l'attribution des agréments 1 000 000 2 025 000,10 Frais de dossier pour l'attribution des agréments .10 000 000 1000000,0.9618,CONTINUITÉ
2025,11 Frais de dossier pour l'attribution des ventes de coupes 15 000 000 15 000 000 \,11 Frais de dossier pour l'attribution des ventes de coupes 15 000 000 15 000 000,0.9802,CONTINUITÉ
2025,13 Permis d'exploitation pour les produits spéciaux 6 500 000 6 500 000,13 Permis d'exploitation pour les produits spéciaux 10 000 000 6 500 000,0.9857,CONTINUITÉ
2025,"- �� tm,A OP tttl • tE A ftetllt C fl E St R l lt. tvîO TI tG F IY t! f A t! l. � • E m 1� c S ë î C! o � R 1 N :l ç l , � l t t c 1 E ;. t � R 1 S m E M RV .m E IC .. E",C ERT T I O F RY l A � ff E AI R c S C o AR � O 110 o !� � ME 88,0.8302,CONTINUITÉ
2025,Quote-part des recettes provenant des amendes.,ARTICLE SOIXANTE-SEPTIÈME.- Le plafond du produit des recettes issues de la quote-part,0.6866,RUPTURE
2025,"14 Transactions. dommages-intérêts, ventes aux enchères 500 000 000 500 000 000","14 dommages-intérêts, ventes aux enchères publiques ou de gré à gré des 500 000 000 500 000 000",0.8844,CONTINUITÉ
2025,publiques ou de Qré à Qré des produits et objets saisis,"en mains propres avec accusé de réception ou par bordereau de décharge, un avis de",0.7908,CONTINUITÉ
2025,15 Reports (solde à reporter) 803 500 000 523 700 000,15 Reports (solde à reporter) 700 000 000 803 500 000,0.994,CONTINUITÉ
2025,Ressources de la vente des documents sécurises issues,Ressources de la vente des documents sécurisés issues de la,0.9725,CONTINUITÉ
2025,de la contribution des opérateurs conformément aux,16 contribution des opérateurs c.onformément aux dispositions 7960 00 000 658 000 000,0.8057,CONTINUITÉ
2025,dispositions réglementaires dont le coût unitaire est de,b) Les frais visés par le présent alinéa sont fixés par voie réglementaire.,0.8329,CONTINUITÉ
2025,"2 Droits de licence de ""gamefarming"" et ""gameranching""","2 Droits de licence de ""gamefarming"" et ""gameranching"" 5 000 000 1 000000",0.8899,CONTINUITÉ
2025,Droits de licence de guide chasse c15 000 000,3 Droits de licence de guide chasse 13 000 000 15 000 000,0.9248,CONTINUITÉ
2025,Droits de permis de capture des animaux sauvages,4 Droits de permis de capture des animaux sauvages 1000000 3 000 000,0.8972,CONTINUITÉ
2025,6 Droits de permis de recherche à but scientifique,6 Droits de permis de recherche à but scientifique 3 000 000 3 000 000,0.9264,CONTINUITÉ
2025,Frais de dossier pour l'attribution des agréments à une 3 000 000,10 Frais de dossier pour l'attribution des agréments .10 000 000 1000000,0.7793,CONTINUITÉ
2025,activité d'exDloitaUon de la Faune et des aires protégées,d'exploitation de la Faune et des aires protégées,0.9028,CONTINUITÉ
2025,Frais de dossier pour l'attribution des zones de chasse 0,11 Frais de dossier pour l'attribution des zones de chasse 5 000 000 0,0.9083,CONTINUITÉ
2025,Frais d'examen des Plans de Sondage des inventaires,Frais d'examen des Plans de Sondage des inventaires Fauniques des,0.9201,CONTINUITÉ
2025,Frais d'examen des Rapports d'inventaires des Inventaires,Frais d'examen des Rapports d'inventaires des Inventaires Fauniques,0.9552,CONTINUITÉ
2025,13 Frais d'Exploitation des lnsfrastructures et Equipements 3 000 000 3 000 000,Atlas des principales infrastructures du secteur de,0.725,CONTINUITÉ
2025,dans les Aires Protégés et Jardins Zooloqiques,d'exploitation de la Faune et des aires protégées,0.7063,CONTINUITÉ
2025,14 Frais pour demande d'Examen des Plans de Gestion des,1)Frais pour demande d'Examen des Plans de Sondage des Inventaires Fauniques des,0.7517,CONTINUITÉ
2025,"ZIC, ZICGC et Game-Farming, Jardin Zoologiques Privés",2)Frais pour demande d'Examen des Rapports d'inventaires Fauniques des ZIC et ZICGC,0.545,RUPTURE
2025,"Produit des amendes, transaction, dommages-intérêts,","Produit des amendes, transaction, dommages-intérêts, ventes aux",0.9657,CONTINUITÉ
2025,15 ventes aux enchères publiques ou gré à gré des produits 50 000 000 30 000 000,11 Frais de dossier pour l'attribution des ventes de coupes 15 000 000 15 000 000,0.874,CONTINUITÉ
2025,Reports (solde à reporter) 120 000 000 120 000 000,7 Reports (solde à reporter) 130 000 000 100 000 000,0.974,CONTINUITÉ
2025,Ressources de la vente des documents sécurisés de,Ressources de la vente des documents sécurisés issues de la,0.9899,CONTINUITÉ
2025,"Subventions, contributions, dons et legs de toute personne","Subventions, contributions, dons et legs de toute personne physique ou",0.9556,CONTINUITÉ
2025,Agrément de gestionnaire de terminal de transport routier,- gestion d'un terminal des transports routiers de marchandises ;,0.931,CONTINUITÉ
2025,Agrément de gestionnaire de voyage dans un terminal de,Agrément de gestionnaire de voyage dans un terminal de transports,0.9706,CONTINUITÉ
2025,3 Agrément de groupeur et de dégroupeur de marchandise 1 500 000 1 500 000,3 Agrément de groupeur et de dégrou.peur de marchandise 1500000 1500000,0.9266,CONTINUITÉ
2025,Agrément des établissements de formation à la conduite,et des autorisations d'exercice aux professions de transporteurs routier et,0.7449,CONTINUITÉ
2025,5 Agréments aux professions de transporteur routier et 60 000 000 60 000 000,Agréments aux professions de transporteur routier et d'auxiliaire des,0.8954,CONTINUITÉ
2025,Agréments aux professions de transporteurs maritime et 100 000 000 100 000 000,6 Agréments aux professions de transporteurs maritime et para-maritime 100 000 000 100 000 000,0.9158,CONTINUITÉ
2025,Cartes de transport public routier (cartes bleues),8 Cartes de transport public routier (cartes bleues) 656 000 000 656 000 000,0.8912,CONTINUITÉ
2025,10 Certificats des capacités des pirogues motorisées,10 Cwertificats des capacités des pirogues motorisées 5 000 000 5 000 000,0.8455,CONTINUITÉ
2025,Certificats d'immatriculation des véhicules (cartes grises),12 Certificats d'immatriculation des véhicules (cartes grises) 3000 000000 3 000000000,0.9114,CONTINUITÉ
2025,Permis de conduire des bateaux de plaisance .,16 Permis de conduire des bateaux de plaisance 2 000 000 2 000 000,0.8407,CONTINUITÉ
2025,2 Concession à des pewrsonnes physiques ou morales des,"dessus, les personnes physiques ou morales exerçant les activités de",0.8281,CONTINUITÉ
2025,3 Frais de dossiers en vue de l'obtention des concessions,La redevance de base des concessions et des baux sur le Domaine national prévue à l'article,0.7185,CONTINUITÉ
2025,"4 Les frais de dépôt de dossier de demande de construction, 30 000 000 60 000 000","Les frais de dépôt de dossier de demande de construction,",0.923,CONTINUITÉ
2025,"renouvellement, extension, d'agrément, d'exploitation des","4 renouvellement, extension, d'agrément, d'exploitation des 100 000 000 30 000 000",0.8187,CONTINUITÉ
2025,Location des établissements hôteliers construits sur 160 000 000 140 000 000,Location des établissements hôteliers construits sur capitaux publics et,0.8022,CONTINUITÉ
2025,capitaux publics et donnés en gérance libre à des,"bénéficier des ressources publiques, d’aligner",0.7734,CONTINUITÉ
2025,wpersonnes physiques ou morales nationales ou étrangères,"dessus, les personnes physiques ou morales exerçant les activités de",0.7284,CONTINUITÉ
2025,Quote-part des recettes provenant des droits d'accès dans,Quote-part des recettes provenant des droits d'accès dans les parcs,0.7126,CONTINUITÉ
2025,les parcs nationaux et les réserves de faunes 600 000 000 600 000 000,1 Autorisations d'ouverture des parcs de rupture 180 000 000 180 000 000,0.729,CONTINUITÉ
2025,9 Redevance perçue lors de la délivrance des autorisations,Redevance perçue lors de la délivrance des autorisations de,0.9575,CONTINUITÉ
2025,10 de construction et d'ouverture d'établissement hôteliers 40 000 000 o,construction et d'ouverture d'établissement hôteliers,0.855,CONTINUITÉ
2025,ARTICLE SOIXANTE-DIXIÈME.- Les charges du budget général de la République du,ARTICLE SOIXANTE-TREIZIÈME.- Les charges du budget général de la République du,0.9965,CONTINUITÉ
2025,141 Obligation du Trésor 169 637 000 149 737 000,141 Obligation du Trésor 239 398 500 169 637 000,0.9827,CONTINUITÉ
2025,15 EMPRUNTS PROJETS c 748 223 000 864 223 000,183 197 PRISE EN CHARGE DES des projets dont Taux de consommation 7 000000 7000000,0.7681,CONTINUITÉ
2025,151 Emprunts projets multilatéraux 110 978 000 110 978 000,151 Emprunts projets multilatéraux 138 304 000 110 978 000,0.986,CONTINUITÉ
2025,Emprunts projets auprès des gouvernemrents affiliés au,Emprunts projets initiaux auprès des gouvernements non affiliés au,0.8541,CONTINUITÉ
2025,Emprunts projets initiaux auprèps des gouvernements non,Emprunts projets initiaux auprès des gouvernements non affiliés au,0.9607,CONTINUITÉ
2025,154 Intérêts courus et non échus sur emprunts projets 135 291 000 165 291 000,154 Intérêts courus et non échus sur emprunts projets 135 291000,0.9828,CONTINUITÉ
2025,155 Emprunts projets auprès des organismes privés extérieurs 68 586 000 154 586 000,155 Emprunts projets auprès des organismes prives extérieurs 100 208 000 68 586 000,0.9082,CONTINUITÉ
2025,174 Intérêts courus et non échus sur autres emprunts 12 062 000 12 062 000,174 Intérêts courus et non échus sur autres emprunts 12 062 000,0.9931,CONTINUITÉ
2025,Autres emprunts initiaux auprès des administrations,176 Autres emprunts initiaux auprès des administrations publiques 89 191 000,0.8379,CONTINUITÉ
2025,Autres emprunts initiaux auprès des institutions et 440,177 Autres emprunts initiaux auprès des institutions et administrations 727 437 000 496 440 000,0.8612,CONTINUITÉ
2025,67 Charges Financières de la Dette 138 100 000 166 200 000,67 Charges Financières de la Dette 3229 00 000 138100 000,0.9743,CONTINUITÉ
2025,671 Intérêts et Frais Financiers sur la Dette 138 100 000 166 200 000,671 Intérêts et Frais Financiers sur la Dette 322 900 000 138/100 000,0.9713,CONTINUITÉ
2025,66 Charges de personnel 1490518 100 1 590 665 921,66 Charges de personnel 1 311725500 1 431 018 100,0.9848,CONTINUITÉ
2025,Traitements bruts du personnel sous statut particulier de,Traitements bruts du personnel sous statut particulier de la fonction,0.969,CONTINUITÉ
2025,663 Traitement brut du personnel à solde globale 5 223 358 6 534 735,663 Traitement brut du personnel à solde globale 5 223 358 5 223 358,0.9954,CONTINUITÉ
2025,"665 Primes, gratifications et autres indemnités hors solde 86 762 86 089","665 Primes, gratifications et autres indemnités hors solde 86762 86 762",0.9954,CONTINUITÉ
2025,Rémunérations du personnel hors solde 16 988 901 18 954 631,666 Rémunérations du personnel hors solde 19 661 407 16 988 901,0.9478,CONTINUITÉ
2025,669 Autres dépenses de personnel 48 566 613 52 674 973,669 Autres dépenses de personnel 46 727 925 48 566 613,0.9952,CONTINUITÉ
2025,"601 Matières, matériels et fournitures 89 414 334 112 591 351","601 Matières, matériels et fournitures 1518125 811 500",0.9537,CONTINUITÉ
2025,"605 Eau, électricité, gaz et autres sources d'énergie 71 336 007 74 732 340","605 Eau, électricité, gaz et autres sources d'énergie 66 808 614 72 877 511",0.9872,CONTINUITÉ
2025,606 Matériel et fournitures spécifiques 147 005 076 116 469 882,606 Matériel et fournitures spécifiques .137 917 046 147 365.527,0.9692,CONTINUITÉ
2025,611 Frais de transport et de mission 67 288 640 70 791 545,611 Frais de transport et de mission 54 985 716 69 286 715,0.9931,CONTINUITÉ
2025,613 Honoraires et études 38 837 039 43 909 917,613 Honoraires et études .28 589 284 25 906 981,0.9795,CONTINUITÉ
2025,614 Entretien et maintenance 25 177 267 27 467 292,614 Entretien et maintenance 25133 174 26119 955,0.9675,CONTINUITÉ
2025,617 Frais de relations publiques-communication 60 894 030 63 477 707,617 Frais de relations publiques-communication 58 993 140 61 514 121,0.983,CONTINUITÉ
2025,618 Frais de formation du personnel 31 700357 35 219 891,618 Frais de formation du personnel 23 702 750 32 879 608,0.9767,CONTINUITÉ
2025,619 Autres acquisitions de services 241 666 207 228 892 701,619 Autres acquisitions de services 88911 519 312 591 157,0.9846,CONTINUITÉ
2025,624 Impôts et taxes intérieurs sur les biens et services 84 000 000 84 000 000,624 Impôts et taxes intérieurs sur les biens et services 84 000 000 84 000 000,1.0,CONTINUITÉ
2025,Impôts sur le commerce extérieur et les transactions,générale à toutes les opérations douanières relatives au commerce extérieur lorsque,0.8318,CONTINUITÉ
2025,69 Dépenses Courantes à Ventiler 99 777 416 144 298 120,69 Dépenses Courantes à Ventiler 251126 771 100 944 411,0.9785,CONTINUITÉ
2025,690 Dépenses Courantes à Ventiler 99 777 416 144 298 120,690 Dépenses Courantes à Ventiler 251 126 771 100 944 411,0.9832,CONTINUITÉ
2025,632 Subventions aux entreprises publiques 3 884 300 1 500 000,632 Subventions aux entreprises publiques 1550000 3 884 300,0.9895,CONTINUITÉ
2025,633 Subventions aux entreprises privées 4 561 000 7 606 000,633 Subventions aux entreprises privées 5 846 000 4 561 000,0.9933,CONTINUITÉ
2025,641 Transferts aux établissements publics nationaux 172 060 189 261 605257,641 Transferts aux établissements publics nationaux 159 766 940 172 060 189,0.9923,CONTINUITÉ
2025,642 Transferts aux Collectivités Territoriales Décentralisées 20 060 525 27 520 660,642 Transferts aux Collectivités Territoriales Décentralisées 115 111 405 143 487 532,0.987,CONTINUITÉ
2025,643 Transferts aux autres administrations publiques 309 000 309 000,643 Transferts aux autres administrations publiques 159 000 309 000,0.989,CONTINUITÉ
2025,644 Transferts aux institutions à but non lucratif 100 000,641 Transferts aux établissements publics nationaux . 267 000 211 000,0.8299,CONTINUITÉ
2025,645 Transferts aux ménages 268 657 200 20 419 403,645 Transferts aux ménages 511 442000 194 657 200,0.9828,CONTINUITÉ
2025,Transferts aux autorités supra nationales et contributions,Transferts aux autorités supra nationales et contributions aux,0.9889,CONTINUITÉ
2025,647 Transferts à d'autres budgets publics 51 544011 57211 000,647 Transferts à d'autres budgets publics 51 190 000 51544011,0.9925,CONTINUITÉ
2025,Pensions de retraites des fonctionnaires et autres agents,648 Pensions de retraites des fonctionnaires et autres agents de l'Etat 259 296 000 269 668 000,0.8426,CONTINUITÉ
2025,65 Charges Exceptionnelles 2 010 000 2 010 000,65 Charges Exceptionnelles m2 046 000 2 010 000,0.9606,CONTINUITÉ
